职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司规模,公司福利,公司类型,公司标签,工作地点,职位描述或任职要求,规模类型
软件测试（供应链金融/外包）,深圳华云信息系统有限公司,8千-1万,上海-浦东新区,本科,2年经验,03-08发布,500-1000人,供应链金融,民营,计算机软件,,,民营  |  500-1000人
