职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司标签,工作地点,职位描述或任职要求,规模类型
Android安卓开发工程师,南昌市微轲联信息技术有限公司,8千-1.5万,厦门-思明区,大专,1年经验,12-19发布,计算机软件,,岗位职责：1.负责公司车载信息娱乐核心需求的开发；2.从事Android平台软件产品开发；3.跟进***，对产品的技术方案进行设计和优化。岗位要求：1、大专及以上学历，计算机相关专业专业；2、熟悉Android平台应用开发，熟悉性能分析、优化，熟悉单元测试项目经验者。欢迎各位同学投递咨询，公司优势：1、强大的技术团队，技术驱动型公司。技术团队来自阿里巴巴高德、千寻位置、埃泰克等知名互联网、软硬件一体化、主机厂公司，研发团队分布安徽芜湖、厦门、北京、上海、韩国等地。重视技术人员的培养和建设；2、完善的产品生命线，从辅助驾驶到无人驾驶。相关智能数字座舱产品已量产并盈利；3、完善的福利待遇，五险一金、年度旅游、年度体检、节假日福利、下午茶等一应俱全。宽松、扁平化的工作氛围。,民营  |  50-150人
安卓开发工程师,核聚信息科技（上海）有限公司,2-3.5万,深圳,12-20发布,无需经验,12-20发布,计算机软件,,工作地点：比亚迪总部六角大楼深圳市坪山区比亚迪路3009号岗位职责：1、参与产品需求评审、UE交互评审，以及UI设计和测试用例的评审2、负责Android功能模块的开发、开发概要设计撰写和功能自测3、负责测试bug的修正和验证4、负责Android客户端的性能优化、故障排查5、组织或参与开发概要技术设计评审、代码走查任职资格：1、软件/计算机/电子信息工程相关专业；2、App相关开发经验，有较强的独立工作和解决问题的能力；3、熟悉Android/系统架构，熟悉Java、Kotlin、Objective-C、Swift；4、有良好的学习能力和强烈的进取心、良好的沟通与表达能力、思路清晰；5、具有较好的团队精神，有强烈的责任感和积极的工作态度；6、较强的动手能力与逻辑分析能力。对用户体验、交互流程及用户需求有所理解者优先；7、有Flutter、ReactNative等跨平台开发经验；8、有独立开发过APP项目、有物联网相关经验，或有应用商店上架产品者更佳。,外资（欧美）  |  50-150人
安卓高级研发工程师,无锡淘神灯科技有限公司,1.3-2万,上海,本科,2年经验,12-12发布,计算机软件,,岗位职责：1、负责Android平台/Linux平台的NativeService层开发工作。2、参与AOSP的核心框架的设计、实现和改进3、按照要求实现各类设计文档定义的模块及功能（包括但不限于androidFW，audioflinger/display，Carplay/carlife等），参与日常技术研讨，分析和解决技术问题；4、完成C++模块需求的整理和软件设计；验证及修正测试中发现的问题，持续对责任模块功能进行改进和优化5、遵照公司技术开发与实现规范进行开发，参与编写项目相关技术实现文档；6、能独立完成开发设计和开发任务，并对交付质量负责。任职资格：1、本科及以上学历，2年及以上C++开发经验2、了解操作系统原理，对数据结构有深入的理解，了解常用设计模式，有良好的编程习惯；3、有车载行业相关C++开发经验优先，熟悉AMS/WMS/framework/MVVM/androidstudio/安卓四大组件等优先4、深入了解面向对象技术，熟悉软件设计模式，多线程，网络编程5、思维敏捷，较好的沟通表达能力，严谨的工作态度和高质量意识；6、具有良好的学习能力，抗压能力和创新能力，思维敏捷，精力充沛,民营  |  50-150人
安卓高级工程师,深圳市追来科技有限公司,2-3.5万,合肥-肥西县,本科,2年经验,12-19发布,计算机软件,,"岗位职责：1.根据产品需求，参与Android平台上客户端软件设计，开发与调试等工作；2.结合公司产品线需求，参与Android客户端产品的相关架构设计和实现；3.能按照项目计划，按时提交高质量的代码，单元测试工作，完成开发任务；4.规范和文档的编写、维护，按照开发流程编写相应模块的设计文档；5.为产品后期运营提供升级、维护等技术支持，快速定位并修复软件缺陷；6.结合公司产品线战略，学习和研究新的移动互联网技术以及改善产品的使用体验。任职要求：1.两年以上Android客户端开发经验，熟悉Android的开发框架，熟练使用Eclipse和AndroidSDK开发工具；2.熟悉Android应用软件生命周期各个重要组件的运行和通信机制，有很好的面向对象的编程基础；3.熟练掌握Android应用开发中的UI设计、常用布局、动画特效；4.熟练掌握Android下XML或者JSON操作，多线程操作，文件读写和网络通信；5.有网络编程经验，熟悉TCP、UDP、HTTP、FTP、Sip等网络协议；6.具备良好的沟通能力,理解能力和学习能力,肯于钻研技术难题,具有良好的团队合作精神7.能够熟练阅读英文文档,熟练使用英文收发邮件",民营  |  少于50人
安卓Android开发工程师（双休 六险一金）,深圳市德科信息技术有限公司,1.2-1.7万,,,,12-16发布,计算机服务(系统、数据服务、维修),,,民营  |  1000-5000人
Android/安卓开发工程师,上海万弢智能科技有限公司,1.2-2万,成都-高新区,本科,3-4年经验,12-16发布,计算机软件,,此职位为本公司成都研发中心招聘岗位要求：1.本科及以上，计算机或相关专业毕业；2.3年以上Androidapp开发经验；3.良好的团队合作精神和沟通技巧，有志于长期从事编程工作，喜欢研究和学习新技术；4.良好的编程习惯，熟悉app开发流程，熟悉AndroidAPP上架流程；5.有网络音视频相关开发经验优先！,民营  |  50-150人
安卓开发工程师（医疗）,和宇健康科技股份有限公司,1.3-2万,广州-天河区,本科,3-4年经验,12-13发布,计算机软件,,,民营  |  500-1000人
安卓软件工程师,深圳英众世纪智能科技有限公司,1.8-3万,苏州-吴中区,本科,5-7年经验,12-16发布,电子技术/半导体/集成电路,,,民营  |  500-1000人
软件架构师（安卓、嵌入式方向）,深圳市康冠科技股份有限公司,2-4万,武汉,本科,3-4年经验,12-16发布,电子技术/半导体/集成电路,,1.熟悉移动端开发全流程，有hybridapp开发经验。2.参与Android端的开发和迭代工作、持续优化Android端框架和性能。3.与前端工程师配合，完成app的组件，API的开发；有良好的Java技术功底，熟悉移动客户端开发。4.熟悉Android系统架构及相关技术，有Android平台开发经验，熟悉Android应用程序设计，包括Ul、网络等方面。5.熟悉现有Android设备，有适配经验，熟悉移动设备的开发特点，性能调优。6.有良好的编码习惯，要求结构清晰，命名规范，逻辑性强，代码冗余率低。7.学习能力强，有较强分析和解决问题的能力，工作积极主动，良好的责任感和严谨工作作风，对移动产品有浓厚兴趣。8：熟悉Vue框架，有h5小程序开发经验，有蚂蚁金服、mpaas开发经验优先。,民营  |  5000-10000人
安卓研发工程师,北京万普瑞能源技术有限公司,9千-1.6万,广州,大专,3-4年经验,12-15发布,石油/化工/矿产/地质,,#NAME?,民营  |  150-500人
安卓专家,文思海辉技术有限公司,2.5-3万,宁波-江北区,本科,3-4年经验,12-15发布,计算机软件,,岗位要求：1.***本科及以上学历，计算机相关专业，3-5年相关工作经验；2.掌握android客户端开发技术，有离线包、SDK、JSBridge、性能调优等经验；3.有一定的银行工作经验优先；4.筛选流程：统一笔试+统一面试。薪酬组成：基本工资+项目工资+加班费福利待遇：入职当月购买五险一金、商业保险；转正后享有带薪的婚假、产假、陪产假、丧假，以及带薪病假10天/人/年；项目组活动经费预算500元/人/年；享受1年1次年度旅游，2年1次健康体检；享受生日福利、下午茶福利等，节日发放购物卡、红包。,外资（欧美）  |  10000人以上
高级安卓开发工程师,曼合普（上海）管理咨询有限公司,2-3万,深圳-南山区,大专,5-7年经验,12-09发布,专业服务(咨询、人力资源、财会),,"1.负责Android智能显示类产品软件开发工作，有独立项目开发经验2.具备Android系统优化，驱动开发，系统应用开发经验3.精通C/C++,Java编程语言，熟悉Git软件版本管控4.具有瑞芯微RK3566等相关平台开发经验，主导软件开发并实现项目量产",外资（欧美）  |  50-150人
移动端PDA、安卓软件开发工程师,无锡市赛格科技有限公司,1-2万,上海,本科,1年经验,12-16发布,计算机软件,,,民营  |  50-150人
安卓Android开发工程师,深圳智蛋科技有限公司,1-1.6万,广州-番禺区,本科,3-4年经验,12-16发布,计算机软件,,工作职责:1、根据公司要求完成基于Android系统平台的应用程序开发设计、调试工作。2、根据项目任务计划按时完成软件高质量编码和自测工作。3、项目文档的编写、维护，以及其他与项目相关工作。4、按时按需完成软件的维护及更新。任职资格:1、3年以上安卓开发经验，熟悉Java语言。2、有良好的编程习惯，熟练使用各种性能监控工具及调优方法。3、对安卓开发有系统化的知识体系，良好的学习能力。4、熟悉NDK开发，有C/C++代码开发经验优先。,民营  |  150-500人
安卓Android开发工程师,上海哲赛信息科技有限公司,1.3-1.6万,长沙-岳麓区,本科,3-4年经验,12-16发布,计算机软件,,"岗位职责：1、根据产品需求和UI设计图负责安卓端的界面效果、交互和功能开发；2、处理不同主流品牌安卓机的兼容性问题；3、负责应用的性能调优；4、与后台工程师协作，完成数据交互与处理；5、负责前端组件化封装；6、能独立完成安卓应用的开发、打包和国内外主流渠道的发布；7、完成领导交代的其他任务。岗位要求：1、本科及以上学历，3年以上音视频开发工作经验；2、精通嵌入式C++,C,Java编程语言，熟悉Android四大组件基本原理;3、有Android多媒体框架、视音编解码经验，熟练使用ffmpeg等嵌入式音视频处理工具;4、有无线网络流媒体传输（熟悉RTSP、RTP/RTCP、SIP等协议）的其中任一种产品化经验者重点录用；5、有安卓4G行车记录仪、安卓4G执法仪、安卓4GIPC产品的音视频处理部分经验者尤佳;6、代码风格良好，能设计出高效合理，易读易拓展的程序结构；7、责任心较强，有较好的沟通和理解能力及团队合作精神，较强的工作热情。",民营  |  少于50人
